file	line	reason
scripts/eml-wizard.praat	3863	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	3872	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	3874	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	3877	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	3878	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	3881	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	3882	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	3885	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	4238	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	4294	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	4295	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
scripts/eml-wizard.praat	4318	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 6 (deferred to the graphs/scripts round)
stats/eml-analysis.praat	419	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	421	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	423	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	427	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	942	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	943	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	944	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	948	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	1081	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	1082	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	2887	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	2888	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	2891	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	2892	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	2895	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	2896	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	3144	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	3145	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	3146	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	3147	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	3336	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	3337	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	3338	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	3344	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	3345	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	3582	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	3583	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	3585	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	3891	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	3892	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	4260	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	4261	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	4263	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	4264	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	5368	post-freeze ledger, consolidate with eml_csvQuote/eml_rwQuote
stats/eml-analysis.praat	6141	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	6142	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	6144	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	6145	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	6417	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-analysis.praat	6418	post-freeze ledger, recorder-text fixed$ bypass in eml-analysis (order 2026-09-08 Not-in-this-order)
stats/eml-anova-kernel.praat	1016	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-categorical.praat	118	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-categorical.praat	183	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-categorical.praat	196	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-core-utilities.praat	662	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-core-utilities.praat	663	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-extract.praat	125	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 1 column-exists loop consolidation
stats/eml-extract.praat	279	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 1 column-exists loop consolidation
stats/eml-extract.praat	527	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 1 column-exists loop consolidation
stats/eml-extract.praat	1872	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 1 column-exists loop consolidation
stats/eml-extract.praat	2087	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 1 column-exists loop consolidation
stats/eml-extract.praat	2406	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 1 column-exists loop consolidation
stats/eml-extract.praat	2701	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 1 column-exists loop consolidation
stats/eml-inferential.praat	204	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	205	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	206	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	207	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	416	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	417	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	560	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	561	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	562	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	563	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	729	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	730	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	737	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	738	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	739	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	2460	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	2465	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	3818	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	3824	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	4144	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	4149	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	4188	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	4197	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	4198	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	6189	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	6196	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	6197	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	6540	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	6546	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	6547	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	6551	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	6744	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	6748	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	6749	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	7044	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	7046	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	7047	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	7232	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	7233	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	7237	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	7238	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	7239	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-inferential.praat	7240	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-lmm.praat	1999	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-lmm.praat	2469	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-output.praat	4291	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-output.praat	4294	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-output.praat	4302	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-output.praat	4305	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-output.praat	4308	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-output.praat	4311	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-output.praat	4314	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-output.praat	4317	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-output.praat	4320	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-output.praat	4323	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-psychometrics.praat	182	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-psychometrics.praat	190	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-psychometrics.praat	215	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-psychometrics.praat	344	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-psychometrics.praat	345	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-psychometrics.praat	357	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-psychometrics.praat	372	canon: built-in summation accepted for this statistic, decided 8 Sep 2026
stats/eml-record.praat	2358	replay literal must round-trip the stored value
stats/eml-record.praat	3077	load-order-forced local copy of eml_fixed; consolidation is the module-list post-freeze ledger item
stats/eml-record.praat	5932	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-record.praat	5935	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-record.praat	5942	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-record.praat	5945	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-record.praat	5948	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-record.praat	5951	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-record.praat	5954	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-record.praat	5957	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-record.praat	5960	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
stats/eml-record.praat	5963	post-freeze ledger, AUDIT_PROCEDURES_2026-09-08 section 3 free-stem collision loop
