bucket	id	cell_id	quantity	praat	r	source	enforcement	why	study
CONTRACT_ONLY_R	CONTRACT	c0169	posthoc_mezzo__soprano_padj_ptt		6.8392936544017053e-05	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0170	posthoc_alto__mezzo_padj_ptt		0.3621781180488135	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0170	posthoc_alto__soprano_padj_ptt		2.9419936994394194e-05	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0170	posthoc_mezzo__soprano_padj_ptt		0.00013678587308803411	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0171	posthoc_alto__mezzo_padj_ptt		0.12072603934960449	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0171	posthoc_alto__soprano_padj_ptt		2.9419936994394194e-05	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0171	posthoc_mezzo__soprano_padj_ptt		9.1190582058689413e-05	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0172	posthoc_alto__mezzo_padj_ptt		0.12072603934960449	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0172	posthoc_alto__soprano_padj_ptt		2.9419936994394194e-05	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0172	posthoc_mezzo__soprano_padj_ptt		6.8392936544017053e-05	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
DECLARED_ONLY_R	D-WILCOXEST	c0173	posthoc_alto__mezzo_diff_wilcoxest		-2.9063837146481291	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0173	posthoc_alto__soprano_diff_wilcoxest		-8.9337636586526656	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0173	posthoc_mezzo__soprano_diff_wilcoxest		-5.366045374070282	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0174	posthoc_alto__mezzo_diff_wilcoxest		-2.9063837146481291	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0174	posthoc_alto__soprano_diff_wilcoxest		-8.9337636586526656	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0174	posthoc_mezzo__soprano_diff_wilcoxest		-5.366045374070282	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0175	posthoc_alto__mezzo_diff_wilcoxest		-2.9063837146481291	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0175	posthoc_alto__soprano_diff_wilcoxest		-8.9337636586526656	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0175	posthoc_mezzo__soprano_diff_wilcoxest		-5.366045374070282	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
CONTRACT_ONLY_R	CONTRACT	c0177	posthoc_soprano__mezzo_padj_ptt		1	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0177	posthoc_soprano__alto_padj_ptt		0.012263085118630598	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0177	posthoc_mezzo__alto_padj_ptt		0.29407981910432873	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0178	posthoc_soprano__mezzo_padj_ptt		0.47201938223798756	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0178	posthoc_soprano__alto_padj_ptt		0.012263085118630598	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0178	posthoc_mezzo__alto_padj_ptt		0.19605321273621915	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0179	posthoc_soprano__mezzo_padj_ptt		0.47201938223798756	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0179	posthoc_soprano__alto_padj_ptt		0.012263085118630598	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0179	posthoc_mezzo__alto_padj_ptt		0.14703990955216437	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0180	posthoc_soprano__mezzo_padj_ptt		1	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0180	posthoc_soprano__alto_padj_ptt		0.012263085118630598	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0180	posthoc_mezzo__alto_padj_ptt		0.29407981910432873	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0181	posthoc_soprano__mezzo_padj_ptt		0.47201938223798756	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0181	posthoc_soprano__alto_padj_ptt		0.012263085118630598	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0181	posthoc_mezzo__alto_padj_ptt		0.19605321273621915	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0182	posthoc_soprano__mezzo_padj_ptt		0.47201938223798756	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0182	posthoc_soprano__alto_padj_ptt		0.012263085118630598	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
CONTRACT_ONLY_R	CONTRACT	c0182	posthoc_mezzo__alto_padj_ptt		0.14703990955216437	stats::pairwise.t.test	CONTRACT CLAUSE: quantities.tsv declares this quantity for R only; one-sidedness here is declared, not missing	RETIRED the holm/bh ci_low/ci_high "r alone" clauses above and ADDED this one, 28 Aug 2026 (item 4, pairwise oracle narrowing): run_analyses.R no longer logs an interval the contract never compares (Holm/BH define no per-pair level), and adds this cross-check instead -- stats::pairwise.t.test(pool.sd = FALSE) recomputes the family-wise-adjusted p-value via an independent R code path (its own per-pair unpooled-variance t-tests and its own internal p.adjust call) and is checked against posthoc_<PAIR>_padj. R side alone; no plugin counterpart, and none is owed -- this is R verifying R.	options
DECLARED_ONLY_R	D-WILCOXEST	c0183	posthoc_soprano__mezzo_diff_wilcoxest		0.31801762679231249	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
DECLARED_ONLY_R	D-WILCOXEST	c0183	posthoc_soprano__alto_diff_wilcoxest		0.68152272763709298	rstatix::wilcox_test	PROSE ONLY -- no numeric bound is enforced; this reason cannot detect its own drift	DOCUMENTED ABSENCE, R-side, under the definition-over-implementation rule. The plugin computes the DEFINITIONAL Hodges-Lehmann median of the pairwise differences, and that quantity is already compared under posthoc_*_diff. R's *_diff_wilcoxest field is the estimate wilcox.test returns from its own uniroot search over the shifted statistic -- an artifact of how that function locates the estimate, not a second definition of it. It has no plugin counterpart to compare against. R keeps emitting it, and this clause is the disclosure that it was seen and accounted for rather than dropped. Ordered by the bare-run adjudication, 26 August; the measured family is 261 rows including the graded variants and the _undefined markers.	options
